tiempo;NOUN;time;NULL;NULL;SINGULAR;M
persona;NOUN;person;NULL;NULL;SINGULAR;F
año;NOUN;year;NULL;NULL;SINGULAR;M
día;NOUN;day;NULL;NULL;SINGULAR;M
manera;NOUN;way;NULL;NULL;SINGULAR;F
país;NOUN;country;NULL;NULL;SINGULAR;M
vida;NOUN;life;NULL;NULL;SINGULAR;F
mano;NOUN;hand;NULL;NULL;SINGULAR;F
parte;NOUN;part;NULL;NULL;SINGULAR;F
caso;NOUN;case;NULL;NULL;SINGULAR;M
grupo;NOUN;group;NULL;NULL;SINGULAR;M
problema;NOUN;problem;NULL;NULL;SINGULAR;M
hecho;NOUN;fact;NULL;NULL;SINGULAR;M
sistema;NOUN;system;NULL;NULL;SINGULAR;M
lugar;NOUN;place;NULL;NULL;SINGULAR;M
trabajo;NOUN;work;NULL;NULL;SINGULAR;M
manera;NOUN;way;NULL;NULL;SINGULAR;F
programa;NOUN;program;NULL;NULL;SINGULAR;M
historia;NOUN;history;NULL;NULL;SINGULAR;F
juego;NOUN;game;NULL;NULL;SINGULAR;M
familia;NOUN;family;NULL;NULL;SINGULAR;F
gobierno;NOUN;government;NULL;NULL;SINGULAR;M
compañía;NOUN;company;NULL;NULL;SINGULAR;F
número;NOUN;number;NULL;NULL;SINGULAR;M
sistema;NOUN;system;NULL;NULL;SINGULAR;M
semana;NOUN;week;NULL;NULL;SINGULAR;F
empresa;NOUN;business;NULL;NULL;SINGULAR;F
punto;NOUN;point;NULL;NULL;SINGULAR;M
casa;NOUN;house;NULL;NULL;SINGULAR;F
país;NOUN;country;NULL;NULL;SINGULAR;M
historia;NOUN;history;NULL;NULL;SINGULAR;F
partido;NOUN;party;NULL;NULL;SINGULAR;M
información;NOUN;information;NULL;NULL;SINGULAR;F
universidad;NOUN;university;NULL;NULL;SINGULAR;F
ciudad;NOUN;city;NULL;NULL;SINGULAR;F
equipo;NOUN;team;NULL;NULL;SINGULAR;M
mercado;NOUN;market;NULL;NULL;SINGULAR;M
manera;NOUN;way;NULL;NULL;SINGULAR;F
nivel;NOUN;level;NULL;NULL;SINGULAR;M
lugar;NOUN;place;NULL;NULL;SINGULAR;M
plan;NOUN;plan;NULL;NULL;SINGULAR;M
proceso;NOUN;process;NULL;NULL;SINGULAR;M
servicio;NOUN;service;NULL;NULL;SINGULAR;M
estudio;NOUN;study;NULL;NULL;SINGULAR;M
vida;NOUN;life;NULL;NULL;SINGULAR;F
medio;NOUN;means;NULL;NULL;SINGULAR;M
razón;NOUN;reason;NULL;NULL;SINGULAR;F
momento;NOUN;moment;NULL;NULL;SINGULAR;M
persona;NOUN;person;NULL;NULL;SINGULAR;F
lugar;NOUN;place;NULL;NULL;SINGULAR;M
perro;NOUN;dog;NULL;NULL;SINGULAR;M
gato;NOUN;cat;NULL;NULL;SINGULAR;M
mi;ADJECTIVE;my;NULL;NULL;SINGULAR;NULL
tu;ADJECTIVE;your;NULL;NULL;SINGULAR;NULL
su;ADJECTIVE;his;NULL;NULL;SINGULAR;NULL
nuestro;ADJECTIVE;our;NULL;NULL;SINGULAR;M
vuestro;ADJECTIVE;your;NULL;NULL;SINGULAR;,
su;ADJECTIVE;their;NULL;NULL;SINGULAR;NULL
este;ADJECTIVE;this;NULL;NULL;SINGULAR;M
ese;ADJECTIVE;that;NULL;NULL;SINGULAR;M
aquel;ADJECTIVE;that;NULL;NULL;SINGULAR;M
estos;ADJECTIVE;these;NULL;NULL;PLURAL;M
esos;ADJECTIVE;those;NULL;NULL;PLURAL;M
aquellos;ADJECTIVE;those;NULL;NULL;PLURAL;M
bueno;ADJECTIVE;good;NULL;NULL;SINGULAR;M
buena;ADJECTIVE;good;NULL;NULL;SINGULAR;F
malo;ADJECTIVE;bad;NULL;NULL;SINGULAR;M
mala;ADJECTIVE;bad;NULL;NULL;SINGULAR;F
grande;ADJECTIVE;big;NULL;NULL;SINGULAR;M
pequeño;ADJECTIVE;small;NULL;NULL;SINGULAR;M
pequeña;ADJECTIVE;small;NULL;NULL;SINGULAR;F
importante;ADJECTIVE;important;NULL;NULL;SINGULAR;NULL
fácil;ADJECTIVE;easy;NULL;NULL;SINGULAR;NULL
difícil;ADJECTIVE;difficult;NULL;NULL;SINGULAR;NULL
nuevo;ADJECTIVE;new;NULL;NULL;SINGULAR;M
nueva;ADJECTIVE;new;NULL;NULL;SINGULAR;F
viejo;ADJECTIVE;old;NULL;NULL;SINGULAR;M
vieja;ADJECTIVE;old;NULL;NULL;SINGULAR;F
hermoso;ADJECTIVE;beautiful;NULL;NULL;SINGULAR;M
hermosa;ADJECTIVE;beautiful;NULL;NULL;SINGULAR;F
feo;ADJECTIVE;ugly;NULL;NULL;SINGULAR;M
fea;ADJECTIVE;ugly;NULL;NULL;SINGULAR;F
feliz;ADJECTIVE;happy;NULL;NULL;SINGULAR;NULL
triste;ADJECTIVE;sad;NULL;NULL;SINGULAR;NULL
interesante;ADJECTIVE;interesting;NULL;NULL;SINGULAR;NULL
aburrido;ADJECTIVE;boring;NULL;NULL;SINGULAR;M
aburrida;ADJECTIVE;boring;NULL;NULL;SINGULAR;F
rico;ADJECTIVE;rich;NULL;NULL;SINGULAR;M
rica;ADJECTIVE;rich;NULL;NULL;SINGULAR;F
pobre;ADJECTIVE;poor;NULL;NULL;SINGULAR;NULL
inteligente;ADJECTIVE;smart;NULL;NULL;SINGULAR;NULL
tonto;ADJECTIVE;silly;NULL;NULL;SINGULAR;M
tonta;ADJECTIVE;silly;NULL;NULL;SINGULAR;F
valiente;ADJECTIVE;brave;NULL;NULL;SINGULAR;NULL
cobarde;ADJECTIVE;coward;NULL;NULL;SINGULAR;NULL
uno;ADJECTIVE;one;NULL;NULL;SINGULAR;NULL
dos;ADJECTIVE;two;NULL;NULL;SINGULAR;NULL
tres;ADJECTIVE;three;NULL;NULL;SINGULAR;NULL
cuatro;ADJECTIVE;four;NULL;NULL;SINGULAR;NULL
cinco;ADJECTIVE;five;NULL;NULL;SINGULAR;NULL
seis;ADJECTIVE;six;NULL;NULL;SINGULAR;NULL
siete;ADJECTIVE;seven;NULL;NULL;SINGULAR;NULL
ocho;ADJECTIVE;eight;NULL;NULL;SINGULAR;NULL
nueve;ADJECTIVE;nine;NULL;NULL;SINGULAR;NULL
diez;ADJECTIVE;ten;NULL;NULL;SINGULAR;NULL
primero;ADJECTIVE;first;NULL;NULL;SINGULAR;M
primera;ADJECTIVE;first;NULL;NULL;SINGULAR;F
segundo;ADJECTIVE;second;NULL;NULL;SINGULAR;M
segunda;ADJECTIVE;second;NULL;NULL;SINGULAR;F
tercero;ADJECTIVE;third;NULL;NULL;SINGULAR;M
tercera;ADJECTIVE;third;NULL;NULL;SINGULAR;F
cuarto;ADJECTIVE;fourth;NULL;NULL;SINGULAR;M
cuarta;ADJECTIVE;fourth;NULL;NULL;SINGULAR;F
quinto;ADJECTIVE;fifth;NULL;NULL;SINGULAR;M
quinta;ADJECTIVE;fifth;NULL;NULL;SINGULAR;F
sexto;ADJECTIVE;sixth;NULL;NULL;SINGULAR;M
sexta;ADJECTIVE;sixth;NULL;NULL;SINGULAR;F
séptimo;ADJECTIVE;seventh;NULL;NULL;SINGULAR;M
séptima;ADJECTIVE;seventh;NULL;NULL;SINGULAR;F
octavo;ADJECTIVE;eighth;NULL;NULL;SINGULAR;M
octava;ADJECTIVE;eighth;NULL;NULL;SINGULAR;F
noveno;ADJECTIVE;nineth;NULL;NULL;SINGULAR;M
novena;ADJECTIVE;nineth;NULL;NULL;SINGULAR;F
décimo;ADJECTIVE;tenth;NULL;NULL;SINGULAR;M
décima;ADJECTIVE;tenth;NULL;NULL;SINGULAR;F
otro;ADJECTIVE;other;NULL;NULL;SINGULAR;M
otra;ADJECTIVE;other;NULL;NULL;SINGULAR;F
varios;ADJECTIVE;several;NULL;NULL;PLURAL;M
varias;ADJECTIVE;several;NULL;NULL;PLURAL;F
muchos;ADJECTIVE;many;NULL;NULL;PLURAL;M
muchas;ADJECTIVE;many;NULL;NULL;PLURAL;F
pocos;ADJECTIVE;few;NULL;NULL;PLURAL;M
pocas;ADJECTIVE;few;NULL;NULL;PLURAL;F
algún;ADJECTIVE;some;NULL;NULL;SINGULAR;M
algúna;ADJECTIVE;some;NULL;NULL;SINGULAR;F
ninguno;ADJECTIVE;none;NULL;NULL;SINGULAR;M
ninguna;ADJECTIVE;none;NULL;NULL;SINGULAR;F
cierto;ADJECTIVE;certain;NULL;NULL;SINGULAR;M
cierta;ADJECTIVE;certain;NULL;NULL;SINGULAR;F
cualquier;ADJECTIVE;any;NULL;NULL;SINGULAR;M
cualquiera;ADJECTIVE;any;NULL;NULL;SINGULAR;F
cuántos;ADJECTIVE;how many;NULL;NULL;PLURAL;M
cuántas;ADJECTIVE;how many;NULL;NULL;PLURAL;F
un;ARTICLE;a;NULL;NULL;SINGULAR;M
una;ARTICLE;a;NULL;NULL;SINGULAR;F
unos;ARTICLE;some;NULL;NULL;PLURAL;M
unas;ARTICLE;some;NULL;NULL;PLURAL;F
el;ARTICLE;the;NULL;NULL;SINGULAR;M
la;ARTICLE;the;NULL;NULL;SINGULAR;F
los;ARTICLE;the;NULL;NULL;PLURAL;M
las;ARTICLE;the;NULL;NULL;PLURAL;F
yo;PRONOUN;I;NULL;FIRST;SINGULAR;NULL
tú;PRONOUN;you;NULL;SECOND;SINGULAR;NULL
él;PRONOUN;he;NULL;THIRD;SINGULAR;M
ella;PRONOUN;she;NULL;THIRD;SINGULAR;F
usted;PRONOUN;you;NULL;THIRD;SINGULAR;NULL
nosotros;PRONOUN;we;NULL;FIRST;PLURAL;M
nosotras;PRONOUN;we;NULL;FIRST;PLURAL;F
vosotros;PRONOUN;you all;NULL;SECOND;PLURAL;M
vosotras;PRONOUN;you all;NULL;SECOND;PLURAL;F
ellos;PRONOUN;they;NULL;THIRD;PLURAL;M
ellas;PRONOUN;they;NULL;THIRD;PLURAL;F
ustedes;PRONOUN;you all;NULL;SECOND;PLURAL;NULL
este;PRONOUN;this;NULL;NULL;SINGULAR;M
esta;PRONOUN;this;NULL;NULL;SINGULAR;F
ese;PRONOUN;that;NULL;NULL;SINGULAR;M
esa;PRONOUN;that;NULL;NULL;SINGULAR;F
aquel;PRONOUN;that;NULL;NULL;SINGULAR;M
aquella;PRONOUN;that;NULL;NULL;SINGULAR;F
estos;PRONOUN;these;NULL;NULL;PLURAL;M
estas;PRONOUN;these;NULL;NULL;PLURAL;F
esos;PRONOUN;those;NULL;NULL;PLURAL;M
esas;PRONOUN;those;NULL;NULL;PLURAL;F
aquellos;PRONOUN;those;NULL;NULL;PLURAL;M
aquellas;PRONOUN;those;NULL;NULL;PLURAL;F
quién;PRONOUN;who;NULL;NULL;SINGULAR;M
quienes;PRONOUN;who;NULL;NULL;PLURAL;NULL
qué;PRONOUN;what;NULL;NULL;SINGULAR;NULL
cuál;PRONOUN;which;NULL;NULL;SINGULAR;NULL
cuáles;PRONOUN;which;NULL;NULL;PLURAL;NULL
cuánto;PRONOUN;how much;NULL;NULL;SINGULAR;M
cuánta;PRONOUN;how much;NULL;NULL;SINGULAR;F
soy;VERB;am;PRESENT;FIRST;SINGULAR;NULL
estoy;VERB;am;PRESENT;FIRST;SINGULAR;NULL
tengo;VERB;have;PRESENT;FIRST;SINGULAR;NULL
hago;VERB;do;PRESENT;FIRST;SINGULAR;NULL
digo;VERB;say;PRESENT;FIRST;SINGULAR;NULL
voy;VERB;go;PRESENT;FIRST;SINGULAR;NULL
veo;VERB;see;PRESENT;FIRST;SINGULAR;NULL
sé;VERB;know;PRESENT;FIRST;SINGULAR;NULL
puedo;VERB;can;PRESENT;FIRST;SINGULAR;NULL
pongo;VERB;put;PRESENT;FIRST;SINGULAR;NULL
quiero;VERB;want;PRESENT;FIRST;SINGULAR;NULL
vengo;VERB;come;PRESENT;FIRST;SINGULAR;NULL
doy;VERB;give;PRESENT;FIRST;SINGULAR;NULL
parezco;VERB;seem;PRESENT;FIRST;SINGULAR;NULL
llevo;VERB;carry;PRESENT;FIRST;SINGULAR;NULL
gusto;VERB;like;PRESENT;FIRST;SINGULAR;NULL
oigo;VERB;hear;PRESENT;FIRST;SINGULAR;NULL
pienso;VERB;think;PRESENT;FIRST;SINGULAR;NULL
salgo;VERB;go out;PRESENT;FIRST;SINGULAR;NULL
encuentro;VERB;find;PRESENT;FIRST;SINGULAR;NULL
miro;VERB;look;PRESENT;FIRST;SINGULAR;NULL
como;VERB;eat;PRESENT;FIRST;SINGULAR;NULL
vivo;VERB;live;PRESENT;FIRST;SINGULAR;NULL
siento;VERB;feel;PRESENT;FIRST;SINGULAR;NULL
hablo;VERB;speak;PRESENT;FIRST;SINGULAR;NULL
sigo;VERB;follow;PRESENT;FIRST;SINGULAR;NULL
creo;VERB;believe;PRESENT;FIRST;SINGULAR;NULL
recibo;VERB;receive;PRESENT;FIRST;SINGULAR;NULL
juego;VERB;play;PRESENT;FIRST;SINGULAR;NULL
trabajo;VERB;work;PRESENT;FIRST;SINGULAR;NULL
escribo;VERB;write;PRESENT;FIRST;SINGULAR;NULL
conozco;VERB;know;PRESENT;FIRST;SINGULAR;NULL
dejo;VERB;leave;PRESENT;FIRST;SINGULAR;NULL
comienzo;VERB;start;PRESENT;FIRST;SINGULAR;NULL
necesito;VERB;need;PRESENT;FIRST;SINGULAR;NULL
estudio;VERB;study;PRESENT;FIRST;SINGULAR;NULL
llevo;VERB;carry;PRESENT;FIRST;SINGULAR;NULL
cojo;VERB;take;PRESENT;FIRST;SINGULAR;NULL
abro;VERB;open;PRESENT;FIRST;SINGULAR;NULL
cierro;VERB;close;PRESENT;FIRST;SINGULAR;NULL
llego;VERB;arrive;PRESENT;FIRST;SINGULAR;NULL
termino;VERB;finish;PRESENT;FIRST;SINGULAR;NULL
camino;VERB;walk;PRESENT;FIRST;SINGULAR;NULL
pregunto;VERB;ask;PRESENT;FIRST;SINGULAR;NULL
escucho;VERB;listen;PRESENT;FIRST;SINGULAR;NULL
viajo;VERB;travel;PRESENT;FIRST;SINGULAR;NULL
compro;VERB;buy;PRESENT;FIRST;SINGULAR;NULL
entiendo;VERB;understand;PRESENT;FIRST;SINGULAR;NULL
espero;VERB;hope;PRESENT;FIRST;SINGULAR;NULL
llevo;VERB;carry;PRESENT;FIRST;SINGULAR;NULL
es;VERB;is;PRESENT;THIRD;SINGULAR;NULL
está;VERB;is;PRESENT;THIRD;SINGULAR;NULL
tiene;VERB;has;PRESENT;THIRD;SINGULAR;NULL
hace;VERB;does/makes;PRESENT;THIRD;SINGULAR;NULL
dice;VERB;says;PRESENT;THIRD;SINGULAR;NULL
va;VERB;goes;PRESENT;THIRD;SINGULAR;NULL
ve;VERB;sees;PRESENT;THIRD;SINGULAR;NULL
sabe;VERB;knows;PRESENT;THIRD;SINGULAR;NULL
puede;VERB;can;PRESENT;THIRD;SINGULAR;NULL
pone;VERB;puts;PRESENT;THIRD;SINGULAR;NULL
quiere;VERB;wants;PRESENT;THIRD;SINGULAR;NULL
viene;VERB;comes;PRESENT;THIRD;SINGULAR;NULL
da;VERB;gives;PRESENT;THIRD;SINGULAR;NULL
parece;VERB;seems;PRESENT;THIRD;SINGULAR;NULL
gusta;VERB;likes;PRESENT;THIRD;SINGULAR;NULL
oye;VERB;hears;PRESENT;THIRD;SINGULAR;NULL
piensa;VERB;thinks;PRESENT;THIRD;SINGULAR;NULL
sale;VERB;leaves;PRESENT;THIRD;SINGULAR;NULL
encuentra;VERB;finds;PRESENT;THIRD;SINGULAR;NULL
mira;VERB;looks;PRESENT;THIRD;SINGULAR;NULL
come;VERB;eats;PRESENT;THIRD;SINGULAR;NULL
vive;VERB;lives;PRESENT;THIRD;SINGULAR;NULL
siente;VERB;feels;PRESENT;THIRD;SINGULAR;NULL
habla;VERB;speaks;PRESENT;THIRD;SINGULAR;NULL
sigue;VERB;follows;PRESENT;THIRD;SINGULAR;NULL
cree;VERB;believes;PRESENT;THIRD;SINGULAR;NULL
recibe;VERB;receives;PRESENT;THIRD;SINGULAR;NULL
juega;VERB;plays;PRESENT;THIRD;SINGULAR;NULL
trabaja;VERB;works;PRESENT;THIRD;SINGULAR;NULL
escribe;VERB;writes;PRESENT;THIRD;SINGULAR;NULL
conoce;VERB;knows;PRESENT;THIRD;SINGULAR;NULL
deja;VERB;leaves;PRESENT;THIRD;SINGULAR;NULL
comienza;VERB;starts;PRESENT;THIRD;SINGULAR;NULL
necesita;VERB;needs;PRESENT;THIRD;SINGULAR;NULL
estudia;VERB;studies;PRESENT;THIRD;SINGULAR;NULL
coge;VERB;takes;PRESENT;THIRD;SINGULAR;NULL
abre;VERB;opens;PRESENT;THIRD;SINGULAR;NULL
cierra;VERB;closes;PRESENT;THIRD;SINGULAR;NULL
llega;VERB;arrives;PRESENT;THIRD;SINGULAR;NULL
termina;VERB;finishes;PRESENT;THIRD;SINGULAR;NULL
camina;VERB;walks;PRESENT;THIRD;SINGULAR;NULL
pregunta;VERB;asks;PRESENT;THIRD;SINGULAR;NULL
escucha;VERB;listens;PRESENT;THIRD;SINGULAR;NULL
viaja;VERB;travels;PRESENT;THIRD;SINGULAR;NULL
compra;VERB;buys;PRESENT;THIRD;SINGULAR;NULL
entiende;VERB;understands;PRESENT;THIRD;SINGULAR;NULL
espera;VERB;waits;PRESENT;THIRD;SINGULAR;NULL
lleva;VERB;carries;PRESENT;THIRD;SINGULAR;NULL
ahora;ADVERB;now;NULL;NULL;NULL;NULL
luego;ADVERB;later;NULL;NULL;NULL;NULL
después;ADVERB;afterwards;NULL;NULL;NULL;NULL
pronto;ADVERB;soon;NULL;NULL;NULL;NULL
siempre;ADVERB;always;NULL;NULL;NULL;NULL
nunca;ADVERB;never;NULL;NULL;NULL;NULL
todavía;ADVERB;still;NULL;NULL;NULL;NULL
ya;ADVERB;already;NULL;NULL;NULL;NULL
ayer;ADVERB;yesterday;NULL;NULL;NULL;NULL
hoy;ADVERB;today;NULL;NULL;NULL;NULL
mañana;ADVERB;tomorrow;NULL;NULL;NULL;NULL
tarde;ADVERB;late;NULL;NULL;NULL;NULL
temprano;ADVERB;early;NULL;NULL;NULL;NULL
aquí;ADVERB;here;NULL;NULL;NULL;NULL
allí;ADVERB;there;NULL;NULL;NULL;NULL
cerca;ADVERB;near;NULL;NULL;NULL;NULL
lejos;ADVERB;far;NULL;NULL;NULL;NULL
dentro;ADVERB;inside;NULL;NULL;NULL;NULL
fuera;ADVERB;outside;NULL;NULL;NULL;NULL
arriba;ADVERB;up;NULL;NULL;NULL;NULL
abajo;ADVERB;down;NULL;NULL;NULL;NULL
adelante;ADVERB;forward;NULL;NULL;NULL;NULL
atrás;ADVERB;backward;NULL;NULL;NULL;NULL
encima;ADVERB;on top;NULL;NULL;NULL;NULL
debajo;ADVERB;underneath;NULL;NULL;NULL;NULL
muy;ADVERB;very;NULL;NULL;NULL;NULL
bastante;ADVERB;quite;NULL;NULL;NULL;NULL
poco;ADVERB;little;NULL;NULL;NULL;NULL
mucho;ADVERB;a lot;NULL;NULL;NULL;NULL
demasiado;ADVERB;too much;NULL;NULL;NULL;NULL
casi;ADVERB;almost;NULL;NULL;NULL;NULL
solo;ADVERB;only;NULL;NULL;NULL;NULL
todo;ADVERB;all;NULL;NULL;NULL;NULL
nada;ADVERB;nothing;NULL;NULL;NULL;NULL
algo;ADVERB;something;NULL;NULL;NULL;NULL
más;ADVERB;more;NULL;NULL;NULL;NULL
menos;ADVERB;less;NULL;NULL;NULL;NULL
tanto;ADVERB;so much;NULL;NULL;NULL;NULL
bien;ADVERB;well;NULL;NULL;NULL;NULL
mal;ADVERB;badly;NULL;NULL;NULL;NULL
rápido;ADVERB;quickly;NULL;NULL;NULL;NULL
despacio;ADVERB;slowly;NULL;NULL;NULL;NULL
fácilmente;ADVERB;easily;NULL;NULL;NULL;NULL
lentamente;ADVERB;slowly;NULL;NULL;NULL;NULL
claramente;ADVERB;clearly;NULL;NULL;NULL;NULL
simplemente;ADVERB;simply;NULL;NULL;NULL;NULL
directamente;ADVERB;directly;NULL;NULL;NULL;NULL
suavemente;ADVERB;gently;NULL;NULL;NULL;NULL
fuertemente;ADVERB;strongly;NULL;NULL;NULL;NULL
silenciosamente;ADVERB;silently;NULL;NULL;NULL;NULL
sí;ADVERB;yes;NULL;NULL;NULL;NULL
también;ADVERB;also;NULL;NULL;NULL;NULL
ciertamente;ADVERB;certainly;NULL;NULL;NULL;NULL
efectivamente;ADVERB;effectively;NULL;NULL;NULL;NULL
indudablemente;ADVERB;undoubtedly;NULL;NULL;NULL;NULL
obviamente;ADVERB;obviously;NULL;NULL;NULL;NULL
realmente;ADVERB;really;NULL;NULL;NULL;NULL
verdaderamente;ADVERB;truly;NULL;NULL;NULL;NULL
seguro;ADVERB;sure;NULL;NULL;NULL;NULL
por supuesto;ADVERB;of course;NULL;NULL;NULL;NULL
sin duda;ADVERB;without a doubt;NULL;NULL;NULL;NULL
evidentemente;ADVERB;evidently;NULL;NULL;NULL;NULL
no;ADVERB;no;NULL;NULL;NULL;NULL
nunca;ADVERB;never;NULL;NULL;NULL;NULL
jamás;ADVERB;never;NULL;NULL;NULL;NULL
tampoco;ADVERB;neither;NULL;NULL;NULL;NULL
de ninguna manera;ADVERB;in no way;NULL;NULL;NULL;NULL
en absoluto;ADVERB;at all;NULL;NULL;NULL;NULL
ni;ADVERB;neither;NULL;NULL;NULL;NULL
negativamente;ADVERB;negatively;NULL;NULL;NULL;NULL
nada;ADVERB;nothing;NULL;NULL;NULL;NULL
nadie;ADVERB;nobody;NULL;NULL;NULL;NULL
ningún;ADVERB;no;NULL;NULL;SINGULAR;M
ninguna;ADVERB;none;NULL;NULL;SINGULAR;F
sin;ADVERB;without;NULL;NULL;NULL;NULL
quizás;ADVERB;perhaps;NULL;NULL;NULL;NULL
tal vez;ADVERB;maybe;NULL;NULL;NULL;NULL
acaso;ADVERB;possibly;NULL;NULL;NULL;NULL
probablemente;ADVERB;probably;NULL;NULL;NULL;NULL
posiblemente;ADVERB;possibly;NULL;NULL;NULL;NULL
seguramente;ADVERB;surely;NULL;NULL;NULL;NULL
quizá;ADVERB;maybe;NULL;NULL;NULL;NULL
a lo mejor;ADVERB;maybe;NULL;NULL;NULL;NULL
dudoso;ADVERB;doubtful;NULL;NULL;SINGULAR;M
incierto;ADVERB;uncertain;NULL;NULL;SINGULAR;M
puede ser;ADVERB;maybe;NULL;NULL;NULL;NULL
quién sabe;ADVERB;who knows;NULL;NULL;NULL;NULL
cómo;ADVERB;how;NULL;NULL;NULL;NULL
cuándo;ADVERB;when;NULL;NULL;NULL;NULL
dónde;ADVERB;where;NULL;NULL;NULL;NULL
por qué;ADVERB;why;NULL;NULL;NULL;NULL
para qué;ADVERB;why;NULL;NULL;NULL;NULL
a;PREPOSITION;to;NULL;NULL;NULL;NULL
ante;PREPOSITION;before;NULL;NULL;NULL;NULL
bajo;PREPOSITION;under;NULL;NULL;NULL;NULL
cabe;PREPOSITION;by;NULL;NULL;NULL;NULL
con;PREPOSITION;with;NULL;NULL;NULL;NULL
contra;PREPOSITION;against;NULL;NULL;NULL;NULL
de;PREPOSITION;of;NULL;NULL;NULL;NULL
desde;PREPOSITION;from;NULL;NULL;NULL
durante;PREPOSITION;during;NULL;NULL;NULL;NULL
en;PREPOSITION;in/on;NULL;NULL;NULL;NULL
entre;PREPOSITION;between;NULL;NULL;NULL;NULL
hacia;PREPOSITION;towards;NULL;NULL;NULL;NULL
hasta;PREPOSITION;until;NULL;NULL;NULL;NULL
mediante;PREPOSITION;by means of;NULL;NULL;NULL;NULL
para;PREPOSITION;to;NULL;NULL;NULL;NULL
por;PREPOSITION;for;NULL;NULL;NULL;NULL
según;PREPOSITION;according to;NULL;NULL;NULL;NULL
sin;PREPOSITION;without;NULL;NULL;NULL;NULL
sobre;PREPOSITION;over;NULL;NULL;NULL;NULL
tras;PREPOSITION;after;NULL;NULL;NULL;NULL
y;CONJUNCTION;and;NULL;NULL;NULL;NULL
o;CONJUNCTION;or;NULL;NULL;NULL;NULL
ni;CONJUNCTION;nor;NULL;NULL;NULL;NULL
pero;CONJUNCTION;but;NULL;NULL;NULL;NULL
aunque;CONJUNCTION;although;NULL;NULL;NULL;NULL
sino;CONJUNCTION;but;NULL;NULL;NULL;NULL
más;CONJUNCTION;more;NULL;NULL;NULL;NULL
bien;CONJUNCTION;well;NULL;NULL;NULL;NULL
sino que;CONJUNCTION;but;NULL;NULL;NULL;NULL
ya que;CONJUNCTION;since;NULL;NULL;NULL;NULL
que;CONJUNCTION;that;NULL;NULL;NULL;NULL
si;CONJUNCTION;if;NULL;NULL;NULL;NULL
cuando;CONJUNCTION;when;NULL;NULL;NULL;NULL
como;CONJUNCTION;as;NULL;NULL;NULL;NULL
porque;CONJUNCTION;because;NULL;NULL;NULL;NULL
aunque;CONJUNCTION;although;NULL;NULL;NULL;NULL
mientras;CONJUNCTION;while;NULL;NULL;NULL;NULL
antes;CONJUNCTION;before;NULL;NULL;NULL;NULL
después;CONJUNCTION;after;NULL;NULL;NULL;NULL
mientras que;CONJUNCTION;while;NULL;NULL;NULL;NULL
¡hola!;INTERJECTION;hello!;NULL;NULL;NULL;NULL
¡adiós!;INTERJECTION;goodbye!;NULL;NULL;NULL;NULL
¡ay!;INTERJECTION;oh!;NULL;NULL;NULL;NULL
¡ah!;INTERJECTION;ah!;NULL;NULL;NULL;NULL
¡oh!;INTERJECTION;oh!;NULL;NULL;NULL;NULL
¡uf!;INTERJECTION;phew!;NULL;NULL;NULL;NULL
¡vaya!;INTERJECTION;wow!;NULL;NULL;NULL;NULL
¡bravo!;INTERJECTION;bravo!;NULL;NULL;NULL;NULL
¡felicidades!;INTERJECTION;congratulations!;NULL;NULL;NULL;NULL
¡guau!;INTERJECTION;wow!;NULL;NULL;NULL;NULL
al;PREPOSITION;to the;NULL;NULL;SINGULAR;M
del;PREPOSITION;of the;NULL;NULL;SINGULAR;M